Potri.010G030200	TCONS_00183198
Potri.013G010500	TCONS_00220426
Potri.017G111300	TCONS_00265437
Potri.002G243700	TCONS_00055269
Potri.013G010300	TCONS_00220422
Potri.014G047400	TCONS_00227432
Potri.013G010300	TCONS_00220421
Potri.002G243700	TCONS_00055262
Potri.002G243700	TCONS_00055263
Potri.013G072200	TCONS_00222764
Potri.014G047600	TCONS_00227438
Potri.002G243700	TCONS_00055267
Potri.006G026900	TCONS_00119960
Potri.016G119200	TCONS_00255804
Potri.008G131500	TCONS_00155615
Potri.015G122200	TCONS_00250838
Potri.002G155300	TCONS_00051971
Potri.002G155500	TCONS_00051975
Potri.007G100000	TCONS_00133497
Potri.007G099900	TCONS_00133494
Potri.007G100000	TCONS_00133495
Potri.001G302600	TCONS_00028796
Potri.006G122000	TCONS_00113060
Potri.001G302400	TCONS_00028792
Potri.003G191200	TCONS_00063983
Potri.007G100000	TCONS_00133498
Potri.003G191200	TCONS_00063981
Potri.002G243000	TCONS_00044798
Potri.002G243000	TCONS_00044799
Potri.012G077400	TCONS_00211905
Potri.012G077400	TCONS_00211907
Potri.012G077400	TCONS_00211906
Potri.012G077400	TCONS_00211909
Potri.002G242900	TCONS_00044792
Potri.002G242900	TCONS_00044793
Potri.002G242900	TCONS_00044794
Potri.002G242900	TCONS_00044795
Potri.004G167400	TCONS_00086729
Potri.016G038100	TCONS_00258076
Potri.001G008800	TCONS_00017760
XLOC_059329	TCONS_00218779
Potri.013G117100	TCONS_00218778
Potri.005G015000	TCONS_00090151
Potri.015G013300	TCONS_00247035
Potri.005G015100	TCONS_00090155
Potri.005G015100	TCONS_00090154
Potri.005G015100	TCONS_00090159
Potri.005G015100	TCONS_00090158
Potri.016G060300	TCONS_00253564
Potri.013G117100	TCONS_00218777
Potri.011G112800	TCONS_00195774
Potri.001G357600	TCONS_00013445
Potri.013G039400	TCONS_00221599
Potri.014G137700	TCONS_00238480
Potri.001G289600	TCONS_00028423
Potri.001G289700	TCONS_00028424
Potri.008G067700	TCONS_00152918
XLOC_083976	TCONS_00295939
Potri.002G246300	TCONS_00044860
Potri.002G246300	TCONS_00044866
Potri.002G246300	TCONS_00044867
Potri.002G246300	TCONS_00044865
Potri.013G151700	TCONS_00225285
Potri.013G151800	TCONS_00225287
XLOC_083971	TCONS_00295934
Potri.013G151700	TCONS_00225280
Potri.003G069200	TCONS_00058981
Potri.002G226000	TCONS_00044033
Potri.009G051000	TCONS_00161261
Potri.002G138000	TCONS_00051392
Potri.002G138000	TCONS_00051393
Potri.009G105700	TCONS_00169425
Potri.017G043200	TCONS_00263175
Potri.014G028100	TCONS_00226747
Potri.014G028100	TCONS_00226746
Potri.008G078200	TCONS_00143834
Potri.003G083500	TCONS_00059568
Potri.017G043200	TCONS_00263173
Potri.008G035800	TCONS_00142189
Potri.003G083000	TCONS_00059561
Potri.009G012700	TCONS_00165977
Potri.017G082700	TCONS_00264389
Potri.003G083000	TCONS_00059562
Potri.005G021000	TCONS_00099563
Potri.003G114600	TCONS_00060989
Potri.012G092800	TCONS_00207082
Potri.003G114200	TCONS_00060986
Potri.008G129900	TCONS_00145860
Potri.003G114200	TCONS_00060981
Potri.010G167200	TCONS_00177916
Potri.008G129900	TCONS_00145861
Potri.010G167200	TCONS_00177913
Potri.013G145400	TCONS_00225132
Potri.007G077400	TCONS_00132721
Potri.015G142800	TCONS_00251439
Potri.007G077500	TCONS_00132729
Potri.007G077500	TCONS_00132728
Potri.002G129600	TCONS_00051028
Potri.002G129700	TCONS_00051029
Potri.001G326400	TCONS_00012156
Potri.011G126300	TCONS_00201862
Potri.003G071700	TCONS_00067663
Potri.002G129400	TCONS_00051022
Potri.003G148800	TCONS_00062294
Potri.003G071700	TCONS_00067664
Potri.006G145100	TCONS_00113937
Potri.015G042800	TCONS_00248061
Potri.013G122500	TCONS_00224428
Potri.013G122500	TCONS_00224429
Potri.006G145100	TCONS_00113931
Potri.013G122100	TCONS_00224422
Potri.016G003200	TCONS_00256862
Potri.013G122000	TCONS_00224420
XLOC_060925	TCONS_00224421
Potri.013G122400	TCONS_00224426
Potri.012G093500	TCONS_00207089
Potri.002G228300	TCONS_00054610
Potri.002G228300	TCONS_00054611
Potri.009G167600	TCONS_00165367
Potri.002G228300	TCONS_00054616
Potri.002G228300	TCONS_00054617
Potri.002G228300	TCONS_00054618
Potri.002G228300	TCONS_00054619
Potri.011G126300	TCONS_00201864
Potri.011G068800	TCONS_00194425
XLOC_075994	TCONS_00275898
Potri.006G093500	TCONS_00112083
Potri.011G138600	TCONS_00196705
Potri.001G424600	TCONS_00015725
Potri.006G093800	TCONS_00112087
Potri.001G424900	TCONS_00015729
Potri.006G078800	TCONS_00111577
Potri.006G078800	TCONS_00111579
Potri.006G078800	TCONS_00111578
Potri.009G168300	TCONS_00165394
Potri.018G113200	TCONS_00281631
Potri.009G168200	TCONS_00165392
Potri.009G168100	TCONS_00165391
Potri.009G045000	TCONS_00161079
Potri.017G051300	TCONS_00263381
Potri.002G208000	TCONS_00053888
Potri.014G130300	TCONS_00230732
Potri.014G130300	TCONS_00230730
Potri.001G140300	TCONS_00022798
Potri.001G140500	TCONS_00022799
Potri.008G116800	TCONS_00154989
XLOC_015049	TCONS_00053880
Potri.001G140300	TCONS_00022795
Potri.011G154000	TCONS_00197210
Potri.008G116800	TCONS_00154984
Potri.001G140000	TCONS_00022792
Potri.001G402900	TCONS_00032211
Potri.008G044800	TCONS_00151755
Potri.008G044800	TCONS_00151754
Potri.008G044800	TCONS_00151756
Potri.009G138900	TCONS_00164373
Potri.003G203900	TCONS_00064407
Potri.009G138900	TCONS_00164377
Potri.003G203800	TCONS_00064403
Potri.003G203800	TCONS_00064401
Potri.009G158200	TCONS_00165028
Potri.009G158200	TCONS_00165029
Potri.007G045200	TCONS_00131258
Potri.008G151000	TCONS_00156293
Potri.003G105100	TCONS_00069110
Potri.008G083600	TCONS_00153667
Potri.008G083400	TCONS_00153666
Potri.009G158200	TCONS_00165026
Potri.003G105100	TCONS_00069114
Potri.009G021700	TCONS_00166284
Potri.014G092600	TCONS_00236922
Potri.003G030300	TCONS_00066130
Potri.003G030300	TCONS_00066135
Potri.009G031100	TCONS_00160614
Potri.009G031200	TCONS_00160616
Potri.009G031200	TCONS_00160617
Potri.009G031200	TCONS_00160619
Potri.009G089300	TCONS_00168867
Potri.017G006200	TCONS_00266831
Potri.T063400	TCONS_00301207
Potri.T063100	TCONS_00301203
Potri.006G058400	TCONS_00110629
Potri.008G100200	TCONS_00144915
Potri.008G100200	TCONS_00144917
Potri.010G135900	TCONS_00187706
Potri.007G131700	TCONS_00139937
Potri.007G131700	TCONS_00139936
Potri.010G135700	TCONS_00187703
Potri.010G135700	TCONS_00187702
Potri.010G252900	TCONS_00192482
Potri.009G066400	TCONS_00167889
Potri.012G019700	TCONS_00204045
Potri.012G019300	TCONS_00204042
Potri.005G190800	TCONS_00096260
Potri.012G019700	TCONS_00204049
Potri.012G095600	TCONS_00207223
Potri.012G095600	TCONS_00207221
Potri.010G004100	TCONS_00182143
Potri.012G095600	TCONS_00207224
Potri.014G164800	TCONS_00239614
Potri.014G164800	TCONS_00239613
Potri.008G010800	TCONS_00150400
Potri.008G010800	TCONS_00150401
Potri.012G079700	TCONS_00206570
Potri.012G079800	TCONS_00206572
XLOC_063691	TCONS_00233912
Potri.018G037200	TCONS_00272780
Potri.008G051900	TCONS_00152132
Potri.018G037200	TCONS_00272783
Potri.006G229400	TCONS_00117096
Potri.003G085100	TCONS_00068247
Potri.012G036500	TCONS_00204590
Potri.017G074000	TCONS_00268956
Potri.003G103700	TCONS_00060475
Potri.003G103700	TCONS_00060473
Potri.012G036800	TCONS_00204595
Potri.017G074000	TCONS_00268957
Potri.012G037100	TCONS_00204599
XLOC_025333	TCONS_00089893
Potri.017G074000	TCONS_00268954
Potri.010G232200	TCONS_00191683
Potri.001G181700	TCONS_00024304
Potri.019G098800	TCONS_00286362
Potri.010G232200	TCONS_00191687
Potri.010G232200	TCONS_00191686
Potri.010G232200	TCONS_00191685
Potri.001G181700	TCONS_00024302
Potri.018G052900	TCONS_00273372
Potri.005G246100	TCONS_00107886
Potri.018G052900	TCONS_00273370
Potri.010G232400	TCONS_00191688
Potri.019G098800	TCONS_00286364
Potri.003G196200	TCONS_00072421
Potri.003G196200	TCONS_00072420
Potri.015G025800	TCONS_00241999
Potri.001G247000	TCONS_00026817
Potri.018G090800	TCONS_00275230
Potri.018G090800	TCONS_00275233
Potri.003G196500	TCONS_00072428
Potri.018G090800	TCONS_00275235
Potri.018G090800	TCONS_00275237
Potri.018G090800	TCONS_00275236
Potri.001G167100	TCONS_00023821
Potri.001G167100	TCONS_00023820
Potri.014G063100	TCONS_00235611
XLOC_009196	TCONS_00031700
XLOC_009203	TCONS_00031707
XLOC_009201	TCONS_00031705
XLOC_064170	TCONS_00235614
Potri.001G167400	TCONS_00023829
Potri.001G167400	TCONS_00023828
Potri.019G063100	TCONS_00289254
Potri.004G129400	TCONS_00077494
Potri.004G129400	TCONS_00077497
Potri.012G104000	TCONS_00207484
Potri.019G063100	TCONS_00289250
Potri.019G063100	TCONS_00289251
Potri.019G063100	TCONS_00289253
Potri.003G163600	TCONS_00062935
Potri.003G163600	TCONS_00062936
Potri.003G163700	TCONS_00062937
Potri.016G024300	TCONS_00252412
Potri.019G063300	TCONS_00289259
Potri.014G154600	TCONS_00231854
Potri.017G069800	TCONS_00263920
Potri.017G001100	TCONS_00266718
Potri.016G140300	TCONS_00256528
Potri.017G070200	TCONS_00263925
Potri.017G070200	TCONS_00263928
Potri.001G068500	TCONS_00019987
Potri.001G068400	TCONS_00019986
Potri.005G076200	TCONS_00101678
Potri.005G076000	TCONS_00101673
Potri.005G076000	TCONS_00101671
Potri.018G131700	TCONS_00276633
XLOC_006028	TCONS_00020559
Potri.015G059000	TCONS_00248678
Potri.008G180800	TCONS_00148119
Potri.017G057400	TCONS_00263597
Potri.008G105100	TCONS_00154471
Potri.008G180500	TCONS_00148110
Potri.008G180600	TCONS_00148113
Potri.008G180600	TCONS_00148112
Potri.006G145600	TCONS_00114011
Potri.006G145600	TCONS_00114013
Potri.011G156700	TCONS_00203065
Potri.006G145600	TCONS_00114014
Potri.011G156900	TCONS_00203067
Potri.012G004500	TCONS_00203644
Potri.006G146200	TCONS_00114019
Potri.006G146200	TCONS_00114018
Potri.012G081900	TCONS_00206680
Potri.012G081900	TCONS_00206681
Potri.007G140400	TCONS_00140348
Potri.005G196700	TCONS_00105958
Potri.008G019400	TCONS_00141437
Potri.008G019400	TCONS_00141436
Potri.008G019400	TCONS_00141431
Potri.017G057400	TCONS_00263591
Potri.008G019400	TCONS_00141433
Potri.008G019400	TCONS_00141432
Potri.001G032900	TCONS_00001241
Potri.T079800	TCONS_00302784
Potri.001G033500	TCONS_00001246
Potri.004G011300	TCONS_00073773
Potri.014G120600	TCONS_00237921
Potri.005G092600	TCONS_00092932
Potri.004G011300	TCONS_00073779
Potri.014G120600	TCONS_00237929
Potri.010G003200	TCONS_00171986
Potri.014G166300	TCONS_00232342
Potri.008G068400	TCONS_00143496
Potri.008G068400	TCONS_00143499
Potri.008G167200	TCONS_00156931
Potri.019G036800	TCONS_00288121
Potri.004G122200	TCONS_00085099
Potri.019G036900	TCONS_00288122
Potri.004G122000	TCONS_00085095
Potri.003G128100	TCONS_00070148
Potri.003G128100	TCONS_00070149
Potri.015G144300	TCONS_00251501
Potri.005G131200	TCONS_00094110
XLOC_078082	TCONS_00283111
Potri.012G048600	TCONS_00205079
Potri.004G004000	TCONS_00073481
Potri.004G004200	TCONS_00073486
Potri.004G004000	TCONS_00073484
Potri.010G004700	TCONS_00172025
Potri.017G150500	TCONS_00271263
Potri.001G121400	TCONS_00004389
Potri.005G131200	TCONS_00094115
Potri.002G233700	TCONS_00054844
Potri.016G104900	TCONS_00260367
Potri.016G104700	TCONS_00260361
Potri.005G094200	TCONS_00102325
Potri.005G094200	TCONS_00102326
Potri.001G253400	TCONS_00027020
Potri.019G039600	TCONS_00284109
Potri.012G126400	TCONS_00208358
Potri.008G210900	TCONS_00149642
Potri.008G210900	TCONS_00149643
Potri.006G134500	TCONS_00113544
Potri.006G134600	TCONS_00113545
Potri.012G126400	TCONS_00208356
Potri.014G057400	TCONS_00235476
Potri.004G061200	TCONS_00083007
Potri.004G061200	TCONS_00083006
Potri.004G061200	TCONS_00083002
Potri.013G008300	TCONS_00214472
Potri.013G008300	TCONS_00214476
Potri.004G061200	TCONS_00083008
Potri.014G180700	TCONS_00240285
Potri.005G238600	TCONS_00098324
XLOC_067827	TCONS_00249079
Potri.005G230400	TCONS_00107318
Potri.001G072600	TCONS_00020089
Potri.005G238600	TCONS_00098320
Potri.010G106600	TCONS_00175665
Potri.012G043000	TCONS_00210502
XLOC_005430	TCONS_00018216
Potri.012G042500	TCONS_00204864
Potri.012G042500	TCONS_00204865
Potri.012G043000	TCONS_00210504
Potri.017G043000	TCONS_00263171
Potri.008G086200	TCONS_00144141
Potri.018G049100	TCONS_00279290
Potri.007G039400	TCONS_00131094
Potri.007G039400	TCONS_00131093
Potri.002G164800	TCONS_00041539
Potri.014G181400	TCONS_00232839
Potri.014G181400	TCONS_00232835
Potri.009G094800	TCONS_00169073
Potri.009G094800	TCONS_00169072
Potri.002G164700	TCONS_00041531
Potri.018G018800	TCONS_00271997
Potri.002G255800	TCONS_00045228
Potri.002G255800	TCONS_00045226
Potri.T059600	TCONS_00300822
Potri.003G192300	TCONS_00072164
Potri.010G070500	TCONS_00185054
Potri.014G190600	TCONS_00233123
Potri.015G064400	TCONS_00248917
Potri.014G190600	TCONS_00233125
Potri.001G361500	TCONS_00030895
Potri.001G361300	TCONS_00030891
Potri.001G361500	TCONS_00030893
Potri.016G062500	TCONS_00258875
Potri.007G010200	TCONS_00130057
Potri.007G010000	TCONS_00130055
Potri.005G098800	TCONS_00102491
Potri.019G100000	TCONS_00286438
Potri.014G128600	TCONS_00238165
Potri.018G018900	TCONS_00271999
Potri.013G023400	TCONS_00215105
Potri.010G180600	TCONS_00178622
Potri.010G180600	TCONS_00178624
Potri.010G180600	TCONS_00178625
Potri.007G096800	TCONS_00138604
Potri.013G023200	TCONS_00215104
Potri.007G096800	TCONS_00138608
Potri.007G096800	TCONS_00138609
Potri.006G138000	TCONS_00124328
Potri.006G138000	TCONS_00124329
Potri.016G060500	TCONS_00258811
Potri.005G000500	TCONS_00099050
Potri.012G019100	TCONS_00209732
Potri.003G121900	TCONS_00069874
Potri.001G049400	TCONS_00019164
Potri.005G067300	TCONS_00092009
Potri.001G049400	TCONS_00019166
Potri.001G224700	TCONS_00026041
Potri.001G049300	TCONS_00019162
Potri.016G066600	TCONS_00259005
Potri.008G059600	TCONS_00143092
Potri.013G023200	TCONS_00215103
Potri.005G219100	TCONS_00106953
Potri.005G219100	TCONS_00106952
Potri.010G124000	TCONS_00176354
Potri.018G076900	TCONS_00274592
Potri.018G021100	TCONS_00272100
Potri.004G033600	TCONS_00082068
Potri.004G033600	TCONS_00082069
Potri.018G060300	TCONS_00273782
Potri.004G033600	TCONS_00082064
Potri.012G141800	TCONS_00213921
Potri.012G019100	TCONS_00209734
Potri.018G060300	TCONS_00273780
Potri.005G021600	TCONS_00099587
Potri.010G155400	TCONS_00188425
Potri.010G094400	TCONS_00186136
Potri.010G094400	TCONS_00186131
Potri.012G019200	TCONS_00209739
Potri.001G345900	TCONS_00030278
Potri.008G135800	TCONS_00146167
Potri.004G196200	TCONS_00087650
Potri.004G196200	TCONS_00087651
Potri.010G155400	TCONS_00188426
Potri.004G196200	TCONS_00087658
Potri.001G345500	TCONS_00030275
Potri.004G222600	TCONS_00088609
Potri.002G223600	TCONS_00043979
Potri.001G121200	TCONS_00004368
Potri.011G167700	TCONS_00203359
Potri.015G129200	TCONS_00251012
Potri.014G125000	TCONS_00230473
Potri.001G121200	TCONS_00004366
Potri.001G062700	TCONS_00002205
Potri.001G063000	TCONS_00002208
Potri.008G152800	TCONS_00156356
Potri.T116400	TCONS_00293744
XLOC_034776	TCONS_00125055
Potri.006G159000	TCONS_00125057
Potri.001G103600	TCONS_00021408
Potri.006G158900	TCONS_00125053
Potri.004G149800	TCONS_00078135
Potri.004G142300	TCONS_00085875
Potri.004G142300	TCONS_00085872
Potri.010G066600	TCONS_00184792
Potri.001G211200	TCONS_00025537
Potri.011G089800	TCONS_00200614
Potri.007G026300	TCONS_00136069
XLOC_001890	TCONS_00007186
Potri.018G047700	TCONS_00279218
Potri.001G192000	TCONS_00007188
Potri.009G142900	TCONS_00170900
Potri.018G047700	TCONS_00279215
Potri.007G026100	TCONS_00136060
Potri.010G066600	TCONS_00184794
Potri.001G136900	TCONS_00004987
Potri.007G106500	TCONS_00133658
Potri.007G106500	TCONS_00133659
Potri.013G020400	TCONS_00214991
XLOC_083165	TCONS_00294684
Potri.015G128600	TCONS_00245975
Potri.015G128600	TCONS_00245976
Potri.015G128500	TCONS_00245973
Potri.007G059800	TCONS_00131870
Potri.006G100100	TCONS_00122583
Potri.006G100100	TCONS_00122584
Potri.015G122400	TCONS_00245811
Potri.011G058800	TCONS_00199535
Potri.011G058500	TCONS_00199533
Potri.012G015900	TCONS_00209562
Potri.012G015900	TCONS_00209563
Potri.007G014800	TCONS_00135573
Potri.015G006700	TCONS_00246776
Potri.012G016000	TCONS_00209567
Potri.012G015900	TCONS_00209564
Potri.012G015900	TCONS_00209565
Potri.010G198000	TCONS_00179463
Potri.002G019400	TCONS_00035581
Potri.002G019400	TCONS_00035583
Potri.002G019400	TCONS_00035582
Potri.001G164700	TCONS_00006271
Potri.012G114400	TCONS_00213072
Potri.T120400	TCONS_00294535
Potri.001G164700	TCONS_00006272
Potri.001G164800	TCONS_00006275
Potri.001G164800	TCONS_00006276
Potri.002G013000	TCONS_00046223
Potri.012G114700	TCONS_00213078
Potri.017G026300	TCONS_00262555
XLOC_009354	TCONS_00032128
Potri.001G399700	TCONS_00032129
XLOC_083746	TCONS_00295486
XLOC_083746	TCONS_00295488
Potri.006G233400	TCONS_00127693
Potri.006G233400	TCONS_00127695
Potri.005G166200	TCONS_00095347
Potri.010G138900	TCONS_00176882
Potri.002G021700	TCONS_00035636
Potri.002G021700	TCONS_00035634
Potri.018G047000	TCONS_00279154
Potri.019G049300	TCONS_00284707
Potri.003G069600	TCONS_00067465
Potri.003G069600	TCONS_00067464
Potri.003G178600	TCONS_00063519
Potri.003G070100	TCONS_00059010
Potri.007G147300	TCONS_00134969
Potri.009G115100	TCONS_00163535
Potri.T043900	TCONS_00299101
Potri.007G147200	TCONS_00134966
Potri.009G157400	TCONS_00171355
Potri.010G085700	TCONS_00174959
Potri.007G147200	TCONS_00134963
Potri.003G178600	TCONS_00063517
Potri.002G044000	TCONS_00036580
Potri.014G183300	TCONS_00240397
Potri.015G132700	TCONS_00246070
Potri.014G183300	TCONS_00240398
Potri.016G038100	TCONS_00258105
Potri.006G241100	TCONS_00117630
Potri.006G241200	TCONS_00117632
Potri.001G027000	TCONS_00018396
Potri.006G241200	TCONS_00117639
Potri.006G016200	TCONS_00119568
Potri.016G038100	TCONS_00258109
Potri.006G016100	TCONS_00119562
Potri.006G016200	TCONS_00119566
Potri.006G016200	TCONS_00119567
Potri.010G027400	TCONS_00183069
Potri.010G239400	TCONS_00181359
Potri.008G151600	TCONS_00146987
Potri.001G370700	TCONS_00013934
Potri.001G370700	TCONS_00013936
Potri.001G370800	TCONS_00013939
Potri.010G239100	TCONS_00181353
Potri.010G239100	TCONS_00181354
Potri.010G239100	TCONS_00181356
Potri.018G047000	TCONS_00279157
Potri.002G077000	TCONS_00037986
Potri.010G167700	TCONS_00188982
Potri.010G167600	TCONS_00188980
Potri.006G277200	TCONS_00129345
Potri.006G277200	TCONS_00129344
Potri.014G067300	TCONS_00228171
Potri.010G168300	TCONS_00188989
Potri.002G031900	TCONS_00046918
Potri.010G188200	TCONS_00189636
Potri.016G072100	TCONS_00259229
Potri.010G250600	TCONS_00181672
Potri.002G031600	TCONS_00046910
Potri.002G031600	TCONS_00046911
Potri.002G031900	TCONS_00046915
Potri.002G031900	TCONS_00046916
Potri.002G031900	TCONS_00046917
Potri.003G037900	TCONS_00066336
Potri.006G184800	TCONS_00125876
Potri.006G184800	TCONS_00125875
Potri.003G037900	TCONS_00066335
Potri.003G037900	TCONS_00066332
Potri.008G183400	TCONS_00157513
Potri.008G183400	TCONS_00157512
Potri.010G198000	TCONS_00179468
Potri.001G449200	TCONS_00033740
XLOC_079776	TCONS_00287687
Potri.001G449500	TCONS_00033747
Potri.010G250600	TCONS_00181674
Potri.019G036000	TCONS_00283961
Potri.007G116700	TCONS_00134038
XLOC_086325	TCONS_00299810
Potri.018G089800	TCONS_00275201
Potri.009G169300	TCONS_00171821
Potri.007G116700	TCONS_00134033
Potri.009G169300	TCONS_00171822
Potri.006G039600	TCONS_00120342
Potri.006G039600	TCONS_00120341
Potri.006G040300	TCONS_00120347
Potri.013G084100	TCONS_00223204
Potri.006G040300	TCONS_00120345
Potri.005G182800	TCONS_00096060
Potri.002G257100	TCONS_00055813
Potri.015G027300	TCONS_00247551
Potri.015G027300	TCONS_00247550
Potri.015G027300	TCONS_00247552
Potri.006G210900	TCONS_00116278
Potri.016G036500	TCONS_00258018
Potri.016G036400	TCONS_00258017
Potri.006G210900	TCONS_00116277
Potri.006G210900	TCONS_00116276
Potri.011G149100	TCONS_00202751
Potri.016G054400	TCONS_00253308
Potri.016G053900	TCONS_00253301
Potri.001G087700	TCONS_00002947
Potri.016G090300	TCONS_00259767
Potri.016G053900	TCONS_00253302
Potri.013G148700	TCONS_00219661
Potri.016G054400	TCONS_00253307
Potri.016G090300	TCONS_00259762
Potri.011G004800	TCONS_00197946
Potri.008G054700	TCONS_00152337
Potri.006G261300	TCONS_00118387
Potri.011G004800	TCONS_00197945
Potri.006G260800	TCONS_00118381
Potri.005G162600	TCONS_00095241
Potri.001G287700	TCONS_00010770
Potri.001G287700	TCONS_00010776
XLOC_053210	TCONS_00197948
Potri.002G230600	TCONS_00044203
Potri.002G230600	TCONS_00044201
Potri.002G230800	TCONS_00044206
Potri.002G230800	TCONS_00044207
Potri.002G230600	TCONS_00044205
Potri.002G230800	TCONS_00044208
Potri.011G052500	TCONS_00199266
Potri.015G020200	TCONS_00241813
Potri.T025200	TCONS_00297225
Potri.002G068300	TCONS_00048517
Potri.001G229000	TCONS_00008537
Potri.015G020500	TCONS_00241818
Potri.002G068300	TCONS_00048519
Potri.T130800	TCONS_00296327
Potri.009G130000	TCONS_00164074
Potri.006G216500	TCONS_00127018
Potri.010G220700	TCONS_00191070
Potri.T177900	TCONS_00293257
Potri.003G003800	TCONS_00065171
Potri.017G149100	TCONS_00266506
Potri.005G257800	TCONS_00108498
Potri.003G004100	TCONS_00065174
Potri.003G004200	TCONS_00065177
Potri.001G315600	TCONS_00011799
Potri.003G004200	TCONS_00065179
Potri.017G149400	TCONS_00266509
XLOC_046891	TCONS_00173467
Potri.011G043300	TCONS_00198939
Potri.015G133400	TCONS_00251196
Potri.003G221000	TCONS_00064883
Potri.018G124800	TCONS_00276341
Potri.003G221000	TCONS_00064884
Potri.015G133400	TCONS_00251191
Potri.001G286400	TCONS_00028328
Potri.017G120300	TCONS_00270337
Potri.019G092100	TCONS_00290244
